img_name,img_label,rating
-EtyrrhwjLlMSIUmuJXrGw,food,3.5
uEFykMLeKCjz4y5sLBoG9w,food,4.0
SfgGeFBv6iTZORfd57SiSQ,food,2.5
IOgHzcNqV-jEqAZenL4UvQ,food,3.5
LHq6ysYTQzhZl11mxZtLmA,food,4.5
8e8Mf-wZikE49NBjpJ6ydw,food,4.0
tJ9JpJRo0wohUmPmxO4e1w,food,4.5
7mUuT4j9k6ENN45XO_yccQ,food,4.5
-rrbxaE11jR2yVs-l4_1Hg,food,2.0
12gYQM13ZscrRn_ibEknPw,food,4.5
LFy4nNmCd8YdhHNJext6-Q,food,3.5
501Yjy_0WqaWuLaIH8a1og,food,4.5
3sRExEDiHMw_D8ZgUWxG0Q,food,4.5
Xjjcn2FKMkDyQ1C5viORag,food,4.5
WncqBTiN219jwiJX2ACbRw,food,3.0
Nda3XL05zv6p-t8HxH43zA,food,3.5
yymIYHYGJo7O2ddBc6POzw,food,4.0
4WKBt-65KLy3SN1_bQGPHQ,food,3.5
dU9tDH7gJYVWcQK6AdEFbQ,food,4.5
5hwf9YEALTIGrSr9VDlIUQ,food,3.5
xjBDw2tPc5czev9p79YS7w,food,4.0
CO3RwXnjV4B8cIsHxBf-rQ,food,2.5
n_v0R1v6d-mcU1BQY52svw,food,4.0
LmDtWO8q4ObekbCobxSqsg,food,1.5
PjHN7jZsFz1XzZagvExKWA,food,1.5
gU3HC-rTW4baVMAragbqRg,food,4.5
Y0tWXwWUvc8cJwrIcpnKjw,food,4.0
hbAxiOlgNAucyHH0v4_B_g,food,4.0
jRCPOPPwMCurD7RcfkYZ2g,food,2.5
BFEa3O7Y8fjwf3qUvjT4Cg,food,4.0
T5XbPVRJvdw-vDD7ctO4XQ,food,2.5
fU_lKcNAXn7uJopzIXf1fA,food,4.5
ewvxIzW-RRLjvHGj36O98g,food,3.5
ya7TOYAuJNEwv1n5_qfyBA,food,4.5
8w8GwxhyKu9DEFuGYeDQNA,food,4.0
km4Gkd__6rR2MfouBhPDGg,food,4.5
fPCHZ3mZYm_7dymemow6dg,food,3.0
AiYp7_QSILeBIRCsLZ_ycw,food,4.0
0b8cQREY2-Pwr8gVVRUiJQ,food,3.0
eSzcqDhT0QNQ46Lk5Cw1FA,food,4.0
0s-q0s0ZrzvSHrSr9_7cxA,food,4.0
tWCR7XsayVoHAi6dT5qZYw,food,3.0
YSeRU97PdrSZPYI_NMAnCA,food,4.5
nx1P1VgiLoTzxrLv7hnYhA,food,3.0
zF-zRNa1fTsdobvjFckzOw,food,4.5
rU04nXxljNXGquvdCd9Gtw,food,4.0
UVO6t1mMaK_HLCduAR62OA,food,3.5
jmhQ-MNlLKh1u1xoZD_M5A,food,4.5
6JVJTMuUENGHg1uewkIxoA,food,2.0
TzxhwK7YuVMVyu-p3QKPKA,food,2.0
MdTTgu3f3rC7zyzZZ4mrfA,food,4.0
pVAEW_x4AUtByc9OhctqeA,food,4.5
kicGDA4SrS1ea-v_G4hCVw,food,3.0
VSAx-DAAtIuWTAbldMQH_w,food,4.0
iOq-6YyXKX50zpYaj8BO4Q,food,4.5
W2g2-CzaNBH5WehtZ3MBJA,food,4.0
EQuh50mS-uhLqeX4IKykpg,food,2.5
Og_ZiESCLTIXv0zrC6dhaA,food,4.5
Ovta76oHlqk1p5EE34K4RA,food,4.0
8W68Sgq_FHBYtwwEa3IyWg,food,4.0
qF-srWPJ5Usr4IGEK9DO1A,food,4.0
M3EWmdsWiYbOdGjsRFT5wQ,food,3.5
wVzVgLhcwpw4tXXTbW1TvA,food,3.5
cqurahSBMmGAAUzY99Gbtg,food,2.5
25m55qEsgX1oPy0kIcdBeg,food,4.0
n1YipiSexgt5b02xHT3yTQ,food,4.5
FtQ8QTZgNxxHSCzGZL5auQ,food,4.5
szJlMiDU72JGHy_O9t6QyA,food,2.5
LAPufn1haa5MDns2dj0Shw,food,5.0
ZqXfKLxc3CZIKfXNtRgE4A,food,3.0
hZ6MdUvGAiCI-7eGr03GaQ,food,2.5
aNDhILOJSWTjLz1jzEsCQQ,food,3.5
fDnyd1B_bMpIMW2eNiODnQ,food,4.0
CjhKGdUXzopAjj09RmbyyA,food,3.5
dQlBDoOEiNbyXAS9mUGsIg,food,2.0
gzXxP_T4JUZE2zMzaoUJYA,food,4.0
K3f1dZcgviFUeb-veJMbHw,food,4.5
5RcpAHX9t3G-GhPcxNetqQ,food,1.5
g5HOhKvxgfJYHlwfc2_fsQ,food,4.0
i54bJw69SvkspUyUZvp_BQ,food,3.0
KhsARe5mHzfqYujhpsTe-w,food,4.5
U4FHzIRWPhgaHd5Tv9znyA,food,3.5
j-6SmIi7vij3NXXb5E3g8A,food,4.0
m5JhRwZ6R37za3JIONvt9Q,food,4.0
k1Bv2jVTuMZ0ZIJi6pVHSQ,food,3.0
Xqu7RCdcDxdLTPX8-gBoDg,food,4.0
G0TRpOPpO8pWlhul4ZycJw,food,4.0
c0KtDehhGCPZHMMnctbQpw,food,1.5
919jq1Q_goCSf7zZoXeQ1A,food,4.0
nkY1w_ZCIDbEXYfTAvPguQ,food,5.0
FWr9WmaAJB2_lPXMh1sf4Q,food,4.5
xUTCNSuSPhRIC3fSY09OEQ,food,3.5
GzmP0h0N0vjupMB3KML6jA,food,3.0
Jk1r_UnNehWOqZ-QI9vg_w,food,4.5
Hjy_u7BaXPAcA5ltFPL8yA,food,1.5
Vpr1Tu0Vh8pFzf5tD4AQFg,food,3.5
_7D_9_YLUjx3pBKg9wjTww,food,2.0
GPW5ioZR-jDROhDaEgqteg,food,2.5
VkTTzs53d2UnSrMi-1g_Uw,food,4.0
g488KMufcBTYVmArUnnqOQ,food,4.5
1IDotZQHB66gvUSEWpVL8g,food,3.0
Y3pe-iKMJ26oE7laHlAWwA,food,4.0
hWBxGYH2Zd5gDA3OKSy5MA,food,4.0
HxLqTk4EqUcPYpqnChmVGw,food,4.5
-VIRj_buIKZHM8mLQgduCw,food,3.0
XVbkePMrGmzsUEE83vPq2A,food,3.5
VSgHGiP7B2AWiYBpRyZdrA,food,4.5
h78KNkUSalTgw-0hRMrYKg,food,4.0
aC0EVb1J-7CSnOkmv3b0yA,food,4.5
l7wPAVzGKjEjaBczV4rzUw,food,4.5
JLFPXKdVx_BpR8tr2Utr7Q,food,4.0
sTt2RjuwA8-nQzuYFeanuw,food,3.5
fBgg-cMpGr3-YKtM46bikQ,food,4.0
7X7reN-NpIyCwJFxjQGclA,food,3.5
3LE7AMx5f8GfbqkztYYPOQ,food,4.5
CeQ-F-bgC_dPzowZ2gG9jw,food,3.0
P-WMohjdFV5dQo0KKUEknA,food,3.5
dJITqI4aV4zJZH2cXlmrmA,food,4.5
uIy2pnooBdbzTtQoI1aArA,food,3.0
H2hu0uT-nWnDLrPeW0TVCQ,food,3.5
z9b2uLbAHw09wP3tk9-XIw,food,4.0
BQeOWpldlOM-BbTatUmE9g,food,4.0
CDmbMgQvAuyXcR3xiLCjoA,food,4.0
JqrG3QUjzU-2KtYwz5QMPw,food,4.0
nMnR1cuWDzVPwgThfcNGgQ,food,4.0
py0xx9WGjjt33A2YGjQSgQ,food,3.5
tK_QGxUSi6XtmkUFApbKLA,food,3.5
vWy9flMfWbtvGyVUGicoog,food,3.0
Y-ANCED9a6-lY9cT0ybMjw,food,4.0
avoDrLawu6ESwc_fvRLVJw,food,4.0
OKR58HrRZueHsZFSWAT1Vw,food,2.5
bp6l3qCPanwmmoliCMI_MQ,food,4.0
Q7GlqT-QK2vKzrCTlg-P_w,food,4.0
qUPWmFPvapc2F2mGexDOjA,food,4.0
1yX_E6J_5L-fsApQcbAyLw,food,4.0
0MfHVZTxTvAZfOH71kzbkA,food,2.5
MNDrWoaao9YNz_Erat9zPw,food,4.0
12cpHeL-eCDu9VVu0T6Ghw,food,2.5
1YSG7Vzq23mBulMlVfRAew,food,4.5
o0ZxG98-v6RqpLJgbqplIA,food,4.0
wy-E07ETBh_NXA373LLwiw,food,4.5
hPwrUdwTWwdr98ik6ChmfA,food,4.5
MG-9Qu4DLqmpXo-HSiGRew,food,4.0
YfupMs0sBkhCfRyr-i6aUw,food,2.5
tOQS7viG9BBII4PD3psx1w,food,4.5
rCE0BY_FFFblXBcq87Vg1Q,food,4.0
AONqSMYzVBaInJcbBgPb5A,food,4.0
zgMELAPWiyNVUDUCTKoVUA,food,4.0
NYMxL3_w-2HBlPlVekxghw,food,5.0
qR4cVwRffgsgtPuZJz6CsQ,food,2.5
-wnFiNLFbcr3Fwar77qjcA,food,3.5
evZ2q3swWhAUJoPe8-SSUw,food,4.0
an6CmXpHX-cXWSoZlByjzw,food,4.5
i2JQR4mWQDINwA9EcybArQ,food,4.0
L5lwhaiANQtmeZJEXJDqxw,food,1.5
FZZXHmADsGVlqqZpFQdorQ,food,3.0
MJ6igBJYUpLjHBnUGM5vyQ,food,3.0
9_nCwibCNRC2NyLkD768bg,food,4.0
_8JYPprSU90KTr2ix6mtPg,food,4.0
LKzcop1fUZNsjkqBXyJQZw,food,5.0
kRjRLJAsGBrvsqniRwRr8A,food,3.5
vTRNvBv2YSxIfO_xyR27_Q,food,4.5
YEXl0O_p0OzpuHPpOlqjUg,food,4.5
SaOjIA1oFVvc3yzfi7qp9A,food,2.5
2I612rV7zUpFRSunRURAcw,food,3.0
3iApJrDwqjOnGry5vNxx4w,food,4.5
F3qTMMM-72lkSuaUKzDeUA,food,4.0
qya0LOImfH33QRpS-8ACLw,food,4.5
Mj_7ZM6yDZ1sezwyddT6ag,food,3.0
_k2pjFUw-itXEaiZst2JUw,food,3.0
JjroOjElYWwUGN5WAejLNQ,food,4.0
0YIINMovk1MutRrToIr9hA,food,4.5
lJlxkJyjFCXbzM88C_0cWA,food,3.0
zqZhvr6wPwTS-PjqGzIQPA,food,4.0
PapmQK--bzl5POeZ5tJ3lQ,food,4.5
tB5srffjDVKO31ffzqNVWA,food,3.0
UWJ-X3POebVRgDmj2NFMQw,food,4.5
9-ppL45x7UK1k570ykANeA,food,3.5
CjkddGxfBncPYVpsOk1ysA,food,3.0
eyTywG_eCt6P0sEuHfXXsA,food,3.5
ewekPwmqJcs5QWi15NdTWg,food,3.5
4J-x30KaDhFvka-giWr3qg,food,3.0
wU88wTejnJJaBtHQq8adEg,food,4.0
RVO0WlblczSSUOIeWp2BGg,food,4.0
VsD8jQEf4omgBm-nTxdhyw,food,3.5
LfoxBZGsKIsnM50rgANWKg,food,4.5
CrWJZgpulQKbG-Zm0be8jQ,food,3.0
RWx2qgj6sUIsGNqGEsTtdw,food,2.0
0rgs8BljCQXPXQKkeD1d9g,food,4.5
v2tAh9Z6wAtyIBxkH5W9bw,food,4.0
0pDi3u8faBSfZL983l9jhA,food,4.5
RN6VJ4xZcSb1oNkzkjSgZw,food,5.0
fDDgCpS4iG9gbXcN_r1kng,food,3.5
loYuP0gM-Q7PKcnGWgcxXA,food,3.0
AtiginPKrRa8hdy9EIoaSg,food,4.0
PctIC-OMXA7zxad6dId28w,food,3.5
eNlLx7-cVm5GhPyLripQAw,food,4.0
o3-KMxuyRi_1W011kMwb7Q,food,3.5
BBVNFr_JISZeO9o6t3RDXQ,food,4.0
orb-j8Ujdd4bP-OOCwBsjA,food,4.0
doIRNVCagugL0jghf1Xytg,food,3.0
4XvjNv1nW2oIuhnhdyuW7w,food,4.0
cA6TOuhgMp0IFsixb4IixA,food,4.5
-dVckTmNyQvh9kLHh73xEg,food,3.5
3c0UjXYk09M3VHfF9rDG-w,food,3.0
5Iw_hBV_G9WN-MZL3GsLRg,food,3.5
gkBFccptdCUZvHnvNF2qZA,food,3.5
g_sKXM03tUqnYijzRScGzg,food,3.0
OAYzMm5KNWBXRllxEvqSpQ,food,5.0
ODmJNkwiKzoXZ4GyGBdrag,food,2.0
qmkDwwa5gu5Vo-PVaWCGaw,food,4.5
YfVHjFRJkxwulD4eL9xFHw,food,4.5
R8xlowHjldvzK6OSQKDvNQ,food,4.0
NMAL96_bsCiQUptHZ45G7g,food,3.5
DF0qI7PMzXAtmfC6fWinaQ,food,4.0
NNjjFqHU3GX7DAyZ0AuOnQ,food,4.0
TJZ3uM-K1IEreefdjE5UyA,food,3.0
6gPduHdqkAcW4gGCZn1LoA,food,4.0
mJy_7wPSGHWTPQKC1vZUvA,food,2.0
UQt_GVs1UutqcbGnIC3Huw,food,4.0
LiwexAsgU8EXqEFU4GNH_g,food,3.0
d1MLzl8l5B9s8CXr0Xgbpw,food,4.5
lSULHsSJVlnjNf-9gojFyg,food,3.0
lKnGmHcS1ghxg2Iktp3ftQ,food,4.5
--zScnI03KioBVMtcOK6oQ,food,4.0
hrM_YuHLEka9QThem2ojbw,food,4.0
lN4XuxsLw01FTfe3i2-1ZA,food,4.5
9eXRrGf15GyZI5dTvaA0fw,food,4.0
15_vI6C_GMK05ts6aFPVWQ,food,3.5
qDLrM18BOQXJpoAvIdbWbw,food,4.0
tU3VXqNOEDD1GSMC7ngx_g,food,4.0
He3QbvHlgH6qm4iIHutPSA,food,2.5
TyOkhebowNwmIPmUEnpUTA,food,2.5
QKUbHTKLmeVnI9wWxIsxrQ,food,2.5
U2uAYOjAdaAmaBtOFDfpqQ,food,2.5
st240VIcMjJPqpI0b1fvuQ,food,4.5
eorK4tjgTZw79l6fP-C7NQ,food,1.5
8v5SqkjNKIUrJKsYtCmANA,food,3.5
eeiZrgQfAhueixUwCDI00Q,food,4.5
yDbupStjiDJVMCfZFn6ViQ,food,4.0
TjvC6OET-tc8gxEyMkJ2rg,food,3.5
KMT6ngB_Nr_nRzVLDbtaXA,food,4.0
nUGYud81TwsaOcmhSs0RzA,food,5.0
KYQF6tf8uh5K14_vjjWupg,food,4.5
As27kNu9NoqoJCkZJ5MPcg,food,4.0
VZpS6vibaa5HcZ9JROfKkQ,food,3.5
6b3a9HevSg-WWpn_-5jn9w,food,3.0
LnlXIjPHfpLl00x9I5Pb9w,food,4.5
u8D_1QPVrsKf-86uK5SKEQ,food,4.0
5JecAcHLJGtw82e9uxTD3g,food,3.5
Qw-DxqweXgyl6dWgb01qLg,food,5.0
Gxv5SLnWpDAozk2UojGjdQ,food,3.5
G4Z57XaklqFeLAXaA8Yq5Q,food,4.0
pQ6cQFKlBQtxGqcRynuVuA,food,2.0
fHzZtFUPBccUFWezryrqrQ,food,4.5
tC-197VtEpV11TTKYjQ4ow,food,3.5
gJkJzZiKPz8V-n0iY2L3WQ,food,4.0
b7CJndxhVIpUqsVpDBjakw,food,4.0
L40pQZBjVVE7AWCKCFCiPg,food,4.5
sXuMPH2SdkB0NShM24tS9A,food,3.5
_HVzAzWx5kDmJlxl5UpTEw,food,4.0
r0rhvDLRYCH7g9T9RUSzYA,food,3.5
likzFzddI_GWvpns58ThwQ,food,3.5
K-9meEDK21m9Oxkwr9B1WQ,food,4.5
z441s6ycT5tQDnCeBfY_LQ,food,4.5
fZ71yr3PAJf3hwc-xrKNyA,food,4.0
28Fz_f6yBv6UP7ZMkQnIGA,food,4.0
lZTGLnVymuiOdNpDvbp7NQ,food,4.5
4ikPf8p8Nf8U1eyA_R64lA,food,4.5
_DpwABJ70j1NWaPPFQVUlA,food,4.0
cOApXKT-Jtl_Fn2BCgi9Jw,food,4.0
gUfigkgd1K-bplv3txeAWw,food,4.0
j3pOCt8eMzGD1uTr4hTE9g,food,4.5
HBMcCP63Weq8rN01kM2FdA,food,2.5
hSOVAP67jEINeI7l8yk0Cw,food,4.0
Yhg4lfXDJADK2Q243E_AEA,food,4.0
WGE1EvO4TXqp_c-aETPswA,food,4.5
Ai1cB3ji7Ad8hd0aIFMCrA,food,4.5
aZnGqqiIQKYJKotVDvXcOA,food,3.5
ryc1dbcXw7_4udJSiYXKMg,food,4.5
PceLdWiziUZRhvJVkdFwyg,food,3.5
-dQ3IgQftNW3Zgehi4VgVg,food,4.0
njBjlgLOFGq1SC_Sdn9oLg,food,2.0
46BEX9z0tQXtEBWFYvJhrg,food,3.0
oKeVn-gxeM7274mdOvfr1g,food,3.0
fmoyZJGY8sCPm81UuoY9bg,food,4.0
XJmWWI1duUonHxETB0wL9Q,food,4.0
GPTtHtpuwDUcZkhQdDYmsg,food,4.0
pQGzjjY1Xtv4G91kJkcIew,food,4.0
_uSkt6cjzI8it_ikdiveIw,food,2.0
0zLY5kNpmg1FAxKQZ2L9HA,food,4.0
wEoYx_HxlOnvZ9VE6LgLQw,food,2.5
lV6uDOyWJOaOWYpgvfm8DQ,food,4.0
dgvzsGhYtCMsmPTZcc_ffA,food,4.0
D28aTIjQsjX5Yycel-zvyQ,food,4.0
ZFPZpAtQf5nONWv8Nqh4xw,food,2.5
Mb2wuFI8ujQ-N5JRI2fYuQ,food,4.5
gIt-E6Y2r1u4TD2pZu3pOg,food,4.0
ekg-kSHne_3yjkidOgMoKA,food,3.0
VGpkJVTw8PQwMinKeyP6RA,food,3.0
GGnaS4ecTSzWnPH6m4IU_A,food,4.0
uxjBwrlOWxtWlrqlYDWu5A,food,3.5
N7TrSYktfErLJXF8v-43Jw,food,4.0
zFD4SZB_EnKevA89GDw9uQ,food,3.5
gz2rrgXjFr3aR4nqQR51fA,food,4.5
c_0y7kvWFJFbl8CT1GMrZw,food,3.5
I7pyDYnmsBQmjwoyQA9dDQ,food,3.5
zUh1o6Mq0Ak8Hl9wZjNUbg,food,4.5
YLbbo3TB5_IR4dVyuEw0pQ,food,2.5
fAOLbuyGngzf5EbXTDwy2Q,food,3.0
82ZYP8hoNF6Ud9Acwd-x2w,food,3.5
T7xuPbyXYtSuegFFXegffQ,food,4.5
pg3trfQHU6NrP7uqgd29LQ,food,4.0
jp8JhwW206fWQiBIUhJ0NQ,food,4.0
nRZA8mPAOMC4Fq0IRuZUhw,food,4.0
svcEHd0CN-Rfhxm6o-s_qQ,food,3.5
eV2G7z9L0ozefj3xk528XA,food,4.0
veUdX2Ijzlmp5s0ZqVoi7g,food,4.0
AUTB0LDcNXMa64X_2hiXRg,food,4.0
VuC0nH7LnZllL-aydmYsZA,food,3.5
ZtqEbF2lQ0c7cuT8m_hrkg,food,3.0
A3ht2f4FI2wHxw4xBfZXfQ,food,4.0
MsPFWeWV3tZ8Ml7oR2HgpA,food,4.5
eLqG3GC6TwTFkEKX1kzeGQ,food,1.5
cdtcZOjQVKZNtg_dtcmglg,food,4.5
jFB7XMVk6GYChemNWmzX9Q,food,2.5
VsXmkI21xknYIKFGZ8uC4g,food,2.5
UB-4dicvqK6y9-CpLmj-Jw,food,4.0
vcanzNNjkVeY3lfrY2psJg,food,4.5
E6DIzW8A779i8y_PzOuSXw,food,3.0
aMgpxGmoBNrUU__v4uAUTw,food,3.0
7n5aIJJN6usGi0dTf1dBkA,food,3.5
O25PtruMTkFjFHzpMJ4LKA,food,4.5
zek9xlcbHIt0oFeHRj7DNA,food,4.5
rF-YtteBB-Qw8CSOSp7vLA,food,4.5
F7wT6FOKUlRLZvJ35jlkiA,food,4.5
49Jl0klcxTA_CHpSy3OJ_A,food,4.5
bki46YYCop7lZIIkqkebGg,food,5.0
f3VC0vgJ7BHXcqlIqbXecg,food,4.0
Caf9kpGsfYwXcYPc79aHnA,food,5.0
DMNBLEYzw2da8yCEvepJgA,food,4.5
Esxifxit65D_tERoESOIzw,food,4.0
HStVet8xQulimqEXc3NIeQ,food,4.5
l9yhPe7SB3yQxaQuvoLm7g,food,3.5
cFiWFQWZikzWODP269iTkQ,food,4.0
gMqnCoWrNyry4Fmtzos5kg,food,3.5
A-o8Cx4Vp2hp2gQf9sIMwg,food,4.5
CnLqQ5v22NTPOnA4PtKV5A,food,4.0
1BLYkjAMRLOcx5TaeS5IOQ,food,4.0
_DJ3IRVRXglQVWQlp1rj6w,food,3.5
1TKu4lCgzP5TEOJmYirESg,food,1.5
-rwozGl1f8eHUZYahcBvLw,food,3.5
_43_PN6sy7pNSu3Ih9_flA,food,4.0
KK2BemvJF4JwHgfcJdv4Pg,food,1.0
No0EexwKZLw6CWXjx0yE8g,food,4.0
9hsDXpaAG0oPY_hI7kt-7A,food,4.0
oxDVAbk77xcJ47b4vWh0Zg,food,4.0
9kucWEeY_CUgGwBSY0kMiQ,food,3.5
BKe0fptjqauWP-ZHEhLTPg,food,4.0
vC9NltOiLy0ZuDMUNc3l3Q,food,4.0
jakOup1yGXmmIXWbx1iCqQ,food,3.0
zpoCEFYuAjDQxVUJPQV7KQ,food,4.0
_kog6H4Wfano3Dy1ZDAO7Q,food,3.5
ctgJbnzPKb72gs-G3na6DQ,food,4.0
87njIRuJULZQWIv7HMnGqg,food,3.0
Q5C0mbVmMRt5tudB6wrFAA,food,3.5
XefgZ3ooip9LW9n4Dk5VAA,food,4.0
mkxH2PrBAeLG4d6O7MyWsA,food,2.5
oMgiVJWB5EIB2DIRoBcnOg,food,4.5
XJ5uWoAkURJ92IH5XxxhpQ,food,3.5
K30Pe4eZqH9UF_IO2lanFA,food,2.0
FgRXeZKOHgBeNGt15unaKw,food,4.0
O8i9yJtQIvnnOstqsK-t1A,food,2.5
VvLxF6wQjuxYNljVkx3fCQ,food,3.0
GEnBIBoK2dy_3MOlHOO8eA,food,4.0
cNb4tZAjoywFp58GWsGmVg,food,3.5
tEv4_2iC6HS3STpPxxGmeg,food,4.0
wran1k7TbXOiZwRmopVCcQ,food,4.5
EnQM4bQyBuMXZ9ngem78pw,food,2.5
zbQQFDvwrDHP8n1gzSXNDA,food,2.5
tlSm9YniwaY4B1jiZIA-FA,food,4.0
wKPQzmoShHzJKbesKtghFw,food,4.0
glPAZoWnzcDbFRDqqbqc8Q,food,3.5
_X8SGCiNoeOO04hzVS4T0g,food,3.5
0KmOOiLhhMEDV3BDAj66cw,food,3.5
S9pdPe3U6TlITNKTAabC8Q,food,3.5
gFDKi7w319lY1TYaCJEXxg,food,2.5
p2Z6GWp6JOB4tG3Sj2DLWQ,food,4.5
XGu3VzkrfY5lDhrt8RZrnA,food,4.0
w3pdwo3I6xQVJaWTuDeiJw,food,3.5
5TSMSpNkWOcOpUpsfJcdaQ,food,4.0
vQ8k3ElYyVOAyYPubMHqKw,food,4.0
4_BsE22B1-5EcwlaB6OrAQ,food,3.5
hau3WFcxJVv9Ls4Ru4eg2g,food,4.5
UQWEbSQJBTxXb8wal5mBhw,food,4.5
R9rjxQ9hGFAY0M0q-MIh-Q,food,4.5
UxEpFsUj7JwJSyk9-0--4w,food,4.0
KiN0E4VrJ9gaUM-7Zi71TQ,food,2.5
45Fxx_16g-OQ4Y7RxWUl3g,food,4.5
3exWIi4x-dWSDK5wHB7fsA,food,3.5
Uj0NBAfNYyhBSk0fjGJeRw,food,4.0
NaQm0HCTFEB7VoHue8m5Mw,food,4.0
-Zw9JqGQRYzkPrV_QUzMvw,food,4.0
oDWP0uyQtpCTsOYNQ1txLA,food,4.0
L3ywhSfhl2AHrjAizXdgLA,food,3.0
NmqNrvnfsPc8z85wY_fEMg,food,4.0
a49CvkFgllhcWtRA8aK3pQ,food,4.5
KPIc-7TBWmUI59fDHq_H9Q,food,4.5
SKOHq5ohHE8E_W3L6JuILQ,food,4.5
K-HOMnyMN-FpxmefeQLR_w,food,3.0
qATlH6q8MxB4IaTAKSP2nA,food,4.5
NthaMNad9zSFVF8HiDR69Q,food,2.5
JUvpqbSbbQudOrgHIf-YZw,food,3.5
BCsLtJ8afB4v30JTUUuZGw,food,2.5
lzNwGJ2wJhY6_s8_S7_qEw,food,1.0
jaDQ29aZPJyTNejpBy0hpA,food,3.0
SotaKaOwTPqbwMH2I2wdUQ,food,3.5
u5Yk_6BX20T0w3P8EO9btA,food,3.5
7ko3VjI5N07d0r-sLuxmMw,food,4.0
KbrBlAaYr93NV6uH13TVUw,food,3.0
VF1AatcWlBzKvmShweVfIg,food,3.5
-ef2yfQ29ZclNHN53xl2wA,food,4.0
aHSnEmYuImaHHy0R3X2-3A,food,3.5
6uHR00BoVcCzTTLAQKB_cQ,food,4.0
7n9LJ_ZWVNgLelSrra8coQ,food,4.5
sOhT36bM2LolKFaGEaH-uw,food,1.5
F4sLs64jpI0KgWJQvK8EIw,food,2.5
